Date,Country,Rain,Temp,Rust,Production,Futures
4/10/2012,Colombia,237.886,24.5621,5.58,1010.33,158.097
4/17/2012,Colombia,237.886,24.5621,5.58,1010.33,145.225
4/24/2012,Colombia,237.886,24.5621,5.58,1010.33,146.367
5/1/2012,Colombia,240.269,24.506,5.58,1010.33,144.219
5/8/2012,Colombia,240.269,24.506,5.58,1010.33,146.714
5/15/2012,Colombia,240.269,24.506,5.58,1010.33,145.889
5/22/2012,Colombia,240.269,24.506,5.58,1010.33,149.445
5/29/2012,Colombia,240.269,24.506,5.58,1010.33,150.688
6/5/2012,Colombia,178.072,24.5155,5.58,1010.33,159.364
6/12/2012,Colombia,178.072,24.5155,5.58,1010.33,151.728
6/19/2012,Colombia,178.072,24.5155,5.58,1010.33,142.573
6/26/2012,Colombia,178.072,24.5155,5.58,1010.33,139.446
7/3/2012,Colombia,229.956,24.3655,5.58,1010.33,137.944
7/10/2012,Colombia,229.956,24.3655,5.58,1010.33,139.115
7/17/2012,Colombia,229.956,24.3655,5.58,1010.33,139.757
7/24/2012,Colombia,229.956,24.3655,5.58,1010.33,135.078
7/31/2012,Colombia,229.956,24.3655,5.58,1010.33,136.278
8/7/2012,Colombia,175.085,24.4038,5.81,1010.33,138.521
8/14/2012,Colombia,175.085,24.4038,5.81,1010.33,137.525
8/21/2012,Colombia,175.085,24.4038,5.81,1010.33,135.95
8/28/2012,Colombia,175.085,24.4038,5.81,1010.33,136.235
9/4/2012,Colombia,176.677,24.6209,3.11,1010.33,138.853
9/11/2012,Colombia,176.677,24.6209,3.11,1010.33,143.251
9/18/2012,Colombia,176.677,24.6209,3.11,1010.33,139.043
9/25/2012,Colombia,176.677,24.6209,3.11,1010.33,140.955
10/2/2012,Colombia,221.064,24.5881,6.7,1010.33,140.954
10/9/2012,Colombia,221.064,24.5881,6.7,1010.33,140.404
10/16/2012,Colombia,221.064,24.5881,6.7,1010.33,150.187
10/23/2012,Colombia,221.064,24.5881,6.7,1010.33,151.686
10/30/2012,Colombia,221.064,24.5881,6.7,1010.33,152.813
11/6/2012,Colombia,159.385,24.7832,6.7,1010.33,152.787
11/13/2012,Colombia,159.385,24.7832,6.7,1010.33,140.426
11/20/2012,Colombia,159.385,24.7832,6.7,1010.33,134.382
11/27/2012,Colombia,159.385,24.7832,6.7,1010.33,135.236
12/2/2012,Colombia,190.155,24.707,6.7,1010.33,135.236
12/9/2012,Colombia,190.155,24.707,6.7,1010.33,139.259
12/16/2012,Colombia,190.155,24.707,6.7,1010.33,140.759
12/23/2012,Colombia,190.155,24.707,6.7,1010.33,143.616
12/30/2012,Colombia,190.155,24.707,6.7,1010.33,140.711
1/6/2013,Colombia,58.7334,25.2423,6.7,1111.08,143.736
1/13/2013,Colombia,58.7334,25.2423,6.7,1111.08,147.907
1/20/2013,Colombia,58.7334,25.2423,6.7,1111.08,149.185
1/27/2013,Colombia,58.7334,25.2423,6.7,1111.08,152.505
2/3/2013,Colombia,150.84,25.2415,5.52,1111.08,155.683
2/10/2013,Colombia,150.84,25.2415,5.52,1111.08,162.774
2/17/2013,Colombia,150.84,25.2415,5.52,1111.08,159.769
2/24/2013,Colombia,150.84,25.2415,5.52,1111.08,159.526
3/3/2013,Colombia,124.101,25.6884,6.57,1111.08,161.433
3/10/2013,Colombia,124.101,25.6884,6.57,1111.08,167.363
3/17/2013,Colombia,124.101,25.6884,6.57,1111.08,165.838
3/24/2013,Colombia,124.101,25.6884,6.57,1111.08,174.067
3/31/2013,Colombia,124.101,25.6884,6.57,1111.08,175.183
